sample_id,parent_id,copy_number_for_parent,length,folded_residue_count,disordered_residue_count,mutation_count,mutation_fraction,parent_identity,idr_unchanged,mutated_positions_1based,sequence_sha256
pos_train_seq144_hmm_aug006,pos_train_seq144,6,437,99,338,5,0.011441647597254004,0.988558352402746,1,"96,104,110,157,181",a4bc1e6ae762b9e316655260ede6a870fa25d7b2873add4e16e64de5ce292a7a
pos_train_seq145_hmm_aug006,pos_train_seq145,6,441,4,437,1,0.0022675736961451248,0.9977324263038548,1,317,862755f395189184a2c236add228b95585460fe57ab30479b919048040cba255
pos_train_seq146_hmm_aug006,pos_train_seq146,6,196,39,157,2,0.01020408163265306,0.9897959183673469,1,"114,164",9cca8c7c6b326f39c00d78f37da88a48ed6cee34be0a09abb7f1420f3cabb562
pos_train_seq148_hmm_aug006,pos_train_seq148,6,475,327,148,11,0.023157894736842106,0.9768421052631578,1,"166,173,183,219,231,246,351,379,385,420,446",fd33a60f6c3d9a173ce5d1f44afa8ae241e015f9503e8ae982241fe173b24b96
pos_train_seq151_hmm_aug006,pos_train_seq151,6,414,360,54,15,0.036231884057971016,0.9637681159420289,1,"3,23,38,39,105,129,165,247,248,252,342,357,365,404,414",f47abf88f60ee03c86bd4d9f3fe55a75d24144141a75f05f27f18077b948cc99
pos_train_seq153_hmm_aug006,pos_train_seq153,6,163,75,88,3,0.018404907975460124,0.9815950920245399,1,"19,44,52",8b23f3f7b7fb5796554c5e9bf510a7373b7c6ce7c73495c0fdb2445c8f7d086f
pos_train_seq155_hmm_aug006,pos_train_seq155,6,471,138,333,7,0.014861995753715499,0.9851380042462845,1,"52,54,95,120,140,142,148",6ecb909af77afa8a797a7b89dc33e363916707d769562fa3df163c6fb0f51dd0
pos_train_seq157_hmm_aug006,pos_train_seq157,6,268,245,23,8,0.029850746268656716,0.9701492537313433,1,"29,83,93,161,169,171,200,205",e904da6afaa96f932a1ee57e0bec83147b282314d2e236d66c5e79a1bdc43887
pos_train_seq158_hmm_aug006,pos_train_seq158,6,214,189,25,7,0.03271028037383177,0.9672897196261683,1,"29,43,109,121,135,140,208",55c63085d547183d68af0493b7033c3c326f5063ecf4d372eeb25bc4f46fd200
pos_train_seq160_hmm_aug006,pos_train_seq160,6,311,155,156,6,0.01929260450160772,0.9807073954983923,1,"49,58,118,130,173,175",d861e40e993a1e68e4fdc9373cd0c9e2fffa5cb7b56ce9283e8830779a7ee365
pos_train_seq161_hmm_aug006,pos_train_seq161,6,501,84,417,1,0.001996007984031936,0.998003992015968,1,315,675e9353657b0d7c293921b2936eaef7d586df8a9225d4c51f2625aaec2d69b6
pos_train_seq163_hmm_aug006,pos_train_seq163,6,163,72,91,3,0.018404907975460124,0.9815950920245399,1,"16,59,60",53ab47d6c6f2e639374ecaed751b9a18752454cb8d93fc9b2c83ad359e9fa7a1
pos_train_seq165_hmm_aug006,pos_train_seq165,6,457,403,54,27,0.05908096280087528,0.9409190371991247,1,"30,49,52,69,74,97,100,126,139,141,164,168,170,172,188,224,233,236,247,288,296,316,339,359,360,378,457",e290d1018012846c0c51f96269f4655e156f7d7ebb92a0d141a64189acb6c7ef
pos_train_seq166_hmm_aug006,pos_train_seq166,6,178,165,13,7,0.03932584269662921,0.9606741573033708,1,"54,57,81,142,143,153,157",2327181f1a56d3d761add9f65b9f211a352bd0e89a693915cb62d58a8d927dc4
pos_train_seq169_hmm_aug006,pos_train_seq169,6,130,23,107,1,0.007692307692307693,0.9923076923076923,1,46,adfc96461a69e363c4170278e2b9abd1f8f39844e41400cdc119895133d3d62b
pos_train_seq171_hmm_aug006,pos_train_seq171,6,69,5,64,1,0.014492753623188406,0.9855072463768116,1,35,e6aa9d04910d20fa57cce162f2595122bd51085fdd35ba276fb4867b1bce10d5
pos_train_seq173_hmm_aug006,pos_train_seq173,6,431,258,173,10,0.02320185614849188,0.9767981438515081,1,"2,10,13,64,75,157,163,168,174,203",895bcf2f8622b453377b68d31614b1934b549e273ff289ace771f130a7309c94
pos_train_seq174_hmm_aug006,pos_train_seq174,6,453,50,403,3,0.006622516556291391,0.9933774834437086,1,"18,39,96",8349b7983c4de6d4764877a17fdd747078447c47973828c3ae15cd9c6c6105a7
pos_train_seq176_hmm_aug006,pos_train_seq176,6,175,37,138,2,0.011428571428571429,0.9885714285714285,1,"149,166",50f02b99f8d4a616b060f2db2b7f734e4863b31670038a5fa38c74d7b372c7dc
pos_train_seq178_hmm_aug006,pos_train_seq178,6,321,1,320,1,0.003115264797507788,0.9968847352024922,1,321,b1c904d8917585773fd4540403546541fe94236504807eb1a4d37e9300fa7378
pos_train_seq179_hmm_aug006,pos_train_seq179,6,134,7,127,1,0.007462686567164179,0.9925373134328358,1,25,ed356ff1e0e4eb65049c081647dcf2a46a9f846c86415dca95fd8118bd64f575
pos_train_seq180_hmm_aug006,pos_train_seq180,6,405,23,382,2,0.0049382716049382715,0.9950617283950617,1,"36,50",79f2b02abda4e8f3f0119d6387c86ef6e72a79ae0f9f8cc522eef7d58a8a5dcc
pos_train_seq181_hmm_aug006,pos_train_seq181,6,175,36,139,4,0.022857142857142857,0.9771428571428571,1,"1,133,150,159",00a21c8a9ebf7c6073ab3a295e9df856c32ae144af2b9bec80b9848a56e130a2
pos_train_seq183_hmm_aug006,pos_train_seq183,6,412,411,1,18,0.043689320388349516,0.9563106796116505,1,"11,13,17,23,48,51,56,64,75,94,97,142,186,195,270,319,321,348",7d6b90bfa914ce53620af979c48824394c773c8425209cf1dd80fd90bdd257fa
pos_train_seq184_hmm_aug006,pos_train_seq184,6,158,145,13,7,0.04430379746835443,0.9556962025316456,1,"29,33,55,70,88,129,146",a43a87c3497726e9dc5e4d01c2d70f9ccd7e888ed64ea801e18b92546d873b24
pos_train_seq185_hmm_aug006,pos_train_seq185,6,494,236,258,13,0.02631578947368421,0.9736842105263158,1,"29,37,49,63,68,90,137,152,195,209,210,211,224",dceb3ca893899ab2bd2534bae2c46964f1baf47052b417110cfea5b81f9bf3a7
pos_train_seq186_hmm_aug006,pos_train_seq186,6,240,1,239,1,0.004166666666666667,0.9958333333333333,1,1,13b7cf333f8d72522d83bc8210351e6e5744ea0ee6e907268ff7dac0630682ed
pos_train_seq187_hmm_aug006,pos_train_seq187,6,136,106,30,6,0.04411764705882353,0.9558823529411765,1,"50,65,82,94,108,114",81067cde2e63595a011544462b52204e2ec8f8e75ec6f2c0af491bdc3ddb15ce
pos_train_seq188_hmm_aug006,pos_train_seq188,6,326,211,115,15,0.046012269938650305,0.9539877300613497,1,"38,44,103,106,121,136,140,144,145,164,241,260,285,309,313",9ab87f9cbe8ac53c3d4dfda0211e74695b074d82f798781799e1626063e37739
pos_train_seq189_hmm_aug006,pos_train_seq189,6,180,158,22,9,0.05,0.95,1,"41,58,60,71,76,98,100,116,134",1ce60d59981a43b5288d464f7e289f1a86670b08f5898a74606743f12dfd49dd
pos_train_seq190_hmm_aug006,pos_train_seq190,6,255,239,16,14,0.054901960784313725,0.9450980392156862,1,"10,36,53,78,96,122,132,137,140,154,179,213,225,227",7622b3f15d0dec90e076fefabcf2577993fac192b4dd806623cfc358a81f5fc0
pos_train_seq191_hmm_aug006,pos_train_seq191,6,175,36,139,2,0.011428571428571429,0.9885714285714285,1,"2,163",b12777bc285123729174751fa1088141d40e533cdeb96bd8484c36a52986a119
pos_train_seq193_hmm_aug006,pos_train_seq193,6,213,136,77,8,0.03755868544600939,0.9624413145539906,1,"83,87,113,119,124,169,173,184",aa9a9f3d12aa4710578b71fb2554bd246e3f2d77c094149a6ae70a573d0aeccd
pos_train_seq195_hmm_aug006,pos_train_seq195,6,483,372,111,27,0.055900621118012424,0.9440993788819876,1,"99,140,146,155,167,202,218,262,281,294,302,338,348,357,374,385,392,403,412,423,425,431,440,459,460,461,466",ad6d42e99654ff7817aaa97fde1136ebb80379d4a79dfb0f4382a3f6931b0665
pos_train_seq197_hmm_aug006,pos_train_seq197,6,373,9,364,1,0.002680965147453083,0.9973190348525469,1,369,bcbef20d06f34ed49362911332cd8035eccbb5e9653c591c04015bdf54517c74
pos_train_seq199_hmm_aug006,pos_train_seq199,6,25,7,18,1,0.04,0.96,1,25,bb9bff04b7b389b876f0963b7e9b0880d8bc7c43faa88b6a13330900d229bbf1
pos_train_seq200_hmm_aug006,pos_train_seq200,6,317,317,0,13,0.04100946372239748,0.9589905362776026,1,"30,40,68,83,116,128,129,135,159,162,230,258,297",d527cd1c863c9239756cdd493b374717363e2726a22a4ff98782ccb92ed62fea
pos_train_seq201_hmm_aug006,pos_train_seq201,6,403,288,115,15,0.03722084367245657,0.9627791563275434,1,"117,143,191,212,222,229,232,236,240,245,268,300,352,356,357",1339fade28a72de9eb0bd8dda434b47c1c1026772c6c597ec0624cdd90ee93cd
pos_train_seq203_hmm_aug006,pos_train_seq203,6,480,82,398,2,0.004166666666666667,0.9958333333333333,1,"326,328",cc8cb89b8079a26c87110b9b46a03d916f49d32beee51e38eaf1d5d1fa9c93a0
pos_train_seq204_hmm_aug006,pos_train_seq204,6,507,351,156,9,0.01775147928994083,0.9822485207100592,1,"181,298,321,385,390,402,415,436,449",0975e663577bdcae9cb8c2a1443455099c494ea513327cc1a1368d09096af69e
pos_train_seq206_hmm_aug006,pos_train_seq206,6,101,33,68,4,0.039603960396039604,0.9603960396039604,1,"39,45,56,57",944c0cb2b6f333793960304db6da7aa11d5e741fed81546a78a182227e3b2d41
pos_train_seq207_hmm_aug006,pos_train_seq207,6,509,322,187,15,0.029469548133595286,0.9705304518664047,1,"14,15,19,35,66,73,99,138,171,204,210,214,242,253,367",44270ee538713c29e6e823391ade04eb24ceb712534348a364458cbd7637b7e2
pos_train_seq208_hmm_aug006,pos_train_seq208,6,224,201,23,6,0.026785714285714284,0.9732142857142857,1,"33,45,72,142,182,200",ea1143572f262f7d58fc2e5b9b20110b09607f742e6c77f0571a955aa404f051
pos_train_seq209_hmm_aug006,pos_train_seq209,6,501,305,196,11,0.021956087824351298,0.9780439121756487,1,"112,124,126,146,152,193,230,233,251,284,320",7495b86fc321be170407740d2e8c0bd19ea6182670b560ae4f99a478372a8620
pos_train_seq210_hmm_aug006,pos_train_seq210,6,239,239,0,5,0.02092050209205021,0.9790794979079498,1,"8,58,63,111,221",b848a847e7832fa05bf2228bcedc2c35231fe05665e0f9fc4a5c2b2d2f920e1a
pos_train_seq211_hmm_aug006,pos_train_seq211,6,406,29,377,1,0.0024630541871921183,0.9975369458128078,1,23,9c93d81f4b8845c1341acf6c245439d8fef80c52d4f63d754816903d5c61b1b3
pos_train_seq212_hmm_aug006,pos_train_seq212,6,175,37,138,3,0.017142857142857144,0.9828571428571429,1,"135,141,143",1d18168f33bfcb64a429535230679b9987bfc597bb88f8f00e654f1de02a605d
pos_train_seq213_hmm_aug006,pos_train_seq213,6,361,124,237,5,0.013850415512465374,0.9861495844875346,1,"273,274,297,315,353",423f348a6909b1be4a775330278ef35cfb6a5e32d93732b23a87ad75068c1a5f
pos_train_seq215_hmm_aug006,pos_train_seq215,6,475,473,2,27,0.056842105263157895,0.9431578947368421,1,"15,17,73,80,89,92,104,120,163,169,177,181,196,197,222,245,268,280,295,308,314,333,334,336,398,455,472",e6d4cb7b7c31ef2d542eab81e2dc7dd5f4a201e108aa8931343c97c8097f0690
pos_train_seq216_hmm_aug006,pos_train_seq216,6,419,138,281,5,0.011933174224343675,0.9880668257756563,1,"145,317,344,345,358",94c98f81ac4bccc7bf926b6392474fbc6c8506b01bc3a8d62b5051966153a9b3
pos_train_seq217_hmm_aug006,pos_train_seq217,6,91,88,3,4,0.04395604395604396,0.9560439560439561,1,"35,41,58,59",00403ecf9d295cfe0538b955bbdfb408e3d6ebc2f824cde8bcd4fbf6c99df0c5
pos_train_seq218_hmm_aug006,pos_train_seq218,6,503,246,257,10,0.019880715705765408,0.9801192842942346,1,"276,289,334,352,367,431,434,449,457,480",b089aee30d9919a53296626cf76018771124a6aac23d81c9347ab88655d00b0d
pos_train_seq219_hmm_aug006,pos_train_seq219,6,111,104,7,9,0.08108108108108109,0.9189189189189189,1,"15,33,38,42,61,79,91,92,95",b03c30830fc430836ae536616b39241486f8e391c366c70ea47cf46a6ccac6f9
pos_train_seq220_hmm_aug006,pos_train_seq220,6,361,2,359,1,0.002770083102493075,0.997229916897507,1,271,ed909a7c8893c133803339675563db731f05b2ce045cd0b1bf55a47976822102
pos_train_seq221_hmm_aug006,pos_train_seq221,6,175,37,138,1,0.005714285714285714,0.9942857142857143,1,1,400a1a230c487599cfeb46f33532662a778fa0d6c7e358ee697aaefe75c4b914
pos_train_seq222_hmm_aug006,pos_train_seq222,6,440,212,228,12,0.02727272727272727,0.9727272727272728,1,"49,50,54,82,111,134,138,143,149,393,400,402",2e34efcc7986ea29a8e90eda3b89cfffbf80a6d29741ebf7d759439daa201767
pos_train_seq223_hmm_aug006,pos_train_seq223,6,338,303,35,19,0.05621301775147929,0.9437869822485208,1,"47,62,71,74,83,100,113,147,150,155,157,249,260,277,294,298,305,311,332",7f4a8942373713ae15f1734c524e3ee4d2633e7b5eea4652c1e62133579a692e
pos_train_seq228_hmm_aug006,pos_train_seq228,6,223,38,185,4,0.017937219730941704,0.9820627802690582,1,"113,132,136,141",4121e378b245b0c7e50b929537d3306c7356fde8fdce64744b9a7d294d132eb7
pos_train_seq229_hmm_aug006,pos_train_seq229,6,320,154,166,7,0.021875,0.978125,1,"20,32,33,34,72,100,151",5dca28eeffa5d7ff6ccf56d151f353e8c1d5ee26df1b5261f2a918983dadb7ae
pos_train_seq231_hmm_aug006,pos_train_seq231,6,375,98,277,7,0.018666666666666668,0.9813333333333333,1,"245,246,247,279,291,327,328",baec0c954f3774abb6f5af7e9437c4dd38de8da1b40fc9d8bc275ea7821a2525
pos_train_seq233_hmm_aug006,pos_train_seq233,6,281,253,28,14,0.0498220640569395,0.9501779359430605,1,"37,41,57,79,86,99,116,120,140,165,193,254,273,281",0d28bb9dc9f17b744ace6c16cf4302ff8a35ef5cfe6bcd2468cff33ce543697e
pos_train_seq234_hmm_aug006,pos_train_seq234,6,472,175,297,11,0.023305084745762712,0.9766949152542372,1,"296,319,348,356,383,400,403,429,433,445,462",3734f1872ee5027537c8ffc9d0c3a277b7f5b56f2b10e2507880e3337efc504c
pos_train_seq236_hmm_aug006,pos_train_seq236,6,453,219,234,5,0.011037527593818985,0.988962472406181,1,"109,119,143,165,348",7e9ef1edb22597193081dbbefd3c7c9f826e2e392ad4e9c2d1bc7d360b448553
pos_train_seq238_hmm_aug006,pos_train_seq238,6,158,1,157,1,0.006329113924050633,0.9936708860759493,1,148,379153b7837bb8558d926e8bb5973ff87d5be3a92038afeac84374026fa66321
pos_train_seq239_hmm_aug006,pos_train_seq239,6,502,140,362,5,0.0099601593625498,0.9900398406374502,1,"35,52,82,138,144",2e7b0ec4996d136e7c50d4b455e7ec3a464fe1f90d5d66fcf7d14cbffa2d62dd
pos_train_seq240_hmm_aug006,pos_train_seq240,6,341,168,173,3,0.008797653958944282,0.9912023460410557,1,"16,128,170",616ce6742cb2599dc48c3432999760842a139b1a59825f5af02396db7716d716
pos_train_seq243_hmm_aug006,pos_train_seq243,6,382,6,376,1,0.002617801047120419,0.9973821989528796,1,258,ce9a99cbb1626c6bb04bffe78b0631c841a1940c6561da2b730ff49ea9abd9be
pos_train_seq244_hmm_aug006,pos_train_seq244,6,500,359,141,24,0.048,0.952,1,"30,36,43,86,139,154,170,176,186,196,209,211,259,270,277,284,295,328,357,358,369,382,403,422",5df99488111aa9c18f8d2c94957f22e9e086f70c46b9b978dda59741b5fde39e
pos_train_seq246_hmm_aug006,pos_train_seq246,6,88,41,47,1,0.011363636363636364,0.9886363636363636,1,73,16826085888cbc8afec86e2068430c6894a32ab2f55889afe3adf7918ca8810b
pos_train_seq247_hmm_aug006,pos_train_seq247,6,184,171,13,10,0.05434782608695652,0.9456521739130435,1,"33,56,73,123,142,143,164,165,167,182",2f9464df958e6e9fbcab9a94c3c2c9f4e358c5b13522d0de248f99943e49c133
pos_train_seq248_hmm_aug006,pos_train_seq248,6,449,299,150,16,0.035634743875278395,0.9643652561247216,1,"16,21,23,42,115,138,280,289,290,296,340,343,352,354,365,372",a18d31b2a9f7bcf7df947bc35f8d626d9ffe8c7d89b663d8ae6d2050d942d421
pos_train_seq249_hmm_aug006,pos_train_seq249,6,184,171,13,8,0.043478260869565216,0.9565217391304348,1,"28,29,43,67,74,119,135,150",97b0228015f08194a7bf743c08e9e5146d731f8214e6475f42d34c463be8da4a
pos_train_seq250_hmm_aug006,pos_train_seq250,6,462,293,169,8,0.017316017316017316,0.9826839826839827,1,"95,123,147,207,212,287,303,354",5e3567983dbf635f229a30adf4da385fd122e4068c05d89742bfacea02b6226b
pos_train_seq251_hmm_aug006,pos_train_seq251,6,482,211,271,14,0.029045643153526972,0.970954356846473,1,"32,39,45,67,87,91,97,110,114,128,334,371,374,405",47070220f7afdfe838bd6f9cc8bacd96069005ed6291430262526a4a74588b40
pos_train_seq254_hmm_aug006,pos_train_seq254,6,411,155,256,14,0.0340632603406326,0.9659367396593674,1,"17,18,25,46,59,66,69,107,108,125,129,131,154,159",a589c89412ed74a8a302510f48ac747d3ea5404a25f10f4f7a58b327e2bd2b71
pos_train_seq257_hmm_aug006,pos_train_seq257,6,294,75,219,5,0.017006802721088437,0.9829931972789115,1,"50,103,126,152,153",99166f2a374408c5a79541e7ca72f36cee728428eef8dfbdc509e4d934a16e18
pos_train_seq258_hmm_aug006,pos_train_seq258,6,191,118,73,9,0.04712041884816754,0.9528795811518325,1,"35,69,123,156,157,163,171,179,184",c8ee38049457364b14f98c46eb10f05765aba31c83542e0c1e19afb4b806557f
pos_train_seq259_hmm_aug006,pos_train_seq259,6,409,7,402,1,0.0024449877750611247,0.9975550122249389,1,399,f822907d9980218227209420af3b56ffb12ecd4d991e3382b5fb758b0cf0e5b6
pos_train_seq260_hmm_aug006,pos_train_seq260,6,460,289,171,10,0.021739130434782608,0.9782608695652174,1,"159,192,210,233,272,328,335,349,351,384",8df6616d68e62d8764b05d9ab1900a5259196128590693d3ab12a7e5d7a51e41
pos_train_seq261_hmm_aug006,pos_train_seq261,6,244,34,210,1,0.004098360655737705,0.9959016393442623,1,75,54d5561598611482799c5e505fb237bb954b4b8d9107cd593df680b8904eebcf
pos_train_seq262_hmm_aug006,pos_train_seq262,6,184,158,26,8,0.043478260869565216,0.9565217391304348,1,"48,100,107,108,122,131,134,146",7d02421a35266892e80eb1fff9d1de17bb8857e06e22c8fb9fefd080d0a8b30b
pos_train_seq264_hmm_aug006,pos_train_seq264,6,106,51,55,3,0.02830188679245283,0.9716981132075472,1,"62,64,105",6cb1c057141946fcfaa273a03d53fbcfd89c0f84eb2545f7aa3574b327311601
pos_train_seq267_hmm_aug006,pos_train_seq267,6,456,273,183,6,0.013157894736842105,0.9868421052631579,1,"225,226,271,298,314,341",ca1377a16a6ea0867b19ce3e2fbb699dbed81eedcc9934e8fcd8bb2373dc7478
pos_train_seq268_hmm_aug006,pos_train_seq268,6,379,315,64,12,0.0316622691292876,0.9683377308707124,1,"44,50,65,74,104,130,146,212,220,248,270,331",800fee08ad9493ed09da764011fc08654e94d0f46179a9ce67522ff11a3f5c79
pos_train_seq269_hmm_aug006,pos_train_seq269,6,396,375,21,14,0.03535353535353535,0.9646464646464646,1,"35,63,77,81,88,103,110,111,118,234,262,316,348,349",6330aa1fabb450e8c09d30f44bebbd6bdc0e6a5f58a5229cdc3b1ee2cb4f9338
pos_train_seq273_hmm_aug006,pos_train_seq273,6,341,182,159,10,0.02932551319648094,0.9706744868035191,1,"37,61,67,93,145,174,177,209,211,220",76efe05c990c44f39b933dd9c5abb9b62511cdd4531f83f796c3794a6d13db1b
pos_train_seq274_hmm_aug006,pos_train_seq274,6,163,54,109,4,0.024539877300613498,0.9754601226993865,1,"30,33,34,36",0c8dc54a460f82a5aee60ce883d8a6a7316067453708f8dd8546f46ee0790733
pos_train_seq276_hmm_aug006,pos_train_seq276,6,250,132,118,7,0.028,0.972,1,"145,153,166,197,201,232,244",f64872282b5fa02d24cea81d4ba2bfeafd030f8b433056a634ba7d082f6999d7
pos_train_seq277_hmm_aug006,pos_train_seq277,6,177,102,75,7,0.03954802259887006,0.96045197740113,1,"45,62,63,64,133,158,174",4f6e3ad5f6693088f51f6d04c7dbafa7d211bdd6bfca4e8a90065b09ecc61af8
pos_train_seq278_hmm_aug006,pos_train_seq278,6,392,117,275,7,0.017857142857142856,0.9821428571428571,1,"288,310,320,323,329,335,365",253ee8f82b979cf019d0f3ad443d4e7d794a30bd40a41eab7629502ee53fd633
pos_train_seq279_hmm_aug006,pos_train_seq279,6,329,156,173,4,0.0121580547112462,0.9878419452887538,1,"17,64,105,109",b5d84860020d041dde12de9ddca36af048769b7a2de788ffe1c1fdd76417fb85
pos_train_seq280_hmm_aug006,pos_train_seq280,6,211,87,124,1,0.004739336492890996,0.995260663507109,1,192,9d8a7a4ec5b0751f9743a0d0b06b1ef0fb5cbf26a94f43f558576a1c0d5eb57f
pos_train_seq281_hmm_aug006,pos_train_seq281,6,404,160,244,8,0.019801980198019802,0.9801980198019802,1,"14,20,58,61,106,148,175,181",0568b7e30510cb6291051936a35807965187c9b3c179a7580b20128f23180aeb
pos_train_seq282_hmm_aug006,pos_train_seq282,6,310,271,39,13,0.041935483870967745,0.9580645161290322,1,"27,30,99,100,102,134,135,150,227,230,264,301,304",44911205dff528da445c889391ddf119307bbbb8062a2a40558f062fa554d291
pos_train_seq284_hmm_aug006,pos_train_seq284,6,175,37,138,1,0.005714285714285714,0.9942857142857143,1,160,3d4f2291c108402333db9f1699b388a487f0d2439c97917308b554db5c1a117a
pos_train_seq285_hmm_aug006,pos_train_seq285,6,396,141,255,5,0.012626262626262626,0.9873737373737373,1,"25,69,126,128,158",73aab91c29457b50542d3648a22fefd6a0dd67da1002b124c4ff1df7c82fefe6
pos_train_seq286_hmm_aug006,pos_train_seq286,6,471,194,277,10,0.021231422505307854,0.9787685774946921,1,"12,30,38,107,109,113,129,155,246,256",29ab1f158a61c74f867312c5e38940be265e344e5c9a9b9cdc592dba61fff3a6
pos_train_seq288_hmm_aug006,pos_train_seq288,6,204,118,86,7,0.03431372549019608,0.9656862745098039,1,"43,79,87,91,116,123,155",b2f1449d89d6df963c8546d3feb4321dcaeebc0c9b127fa3250159a0e2bbd5a5
pos_train_seq289_hmm_aug006,pos_train_seq289,6,245,97,148,8,0.0326530612244898,0.9673469387755103,1,"41,48,60,66,75,105,107,116",b6847b4ac95d511ca5766600c012bd982d32ca340223609df4a730cb0d1edf88
pos_train_seq290_hmm_aug006,pos_train_seq290,6,391,355,36,15,0.03836317135549872,0.9616368286445013,1,"92,96,110,153,189,214,251,294,303,314,318,324,329,342,348",94dd863a8fcffa1ed2b1c6fe62644069a95812c2181cf79ef98e5e9999534a8a
pos_train_seq291_hmm_aug006,pos_train_seq291,6,290,169,121,4,0.013793103448275862,0.9862068965517241,1,"58,67,152,189",1ebd5b1bfeed7269cec9993e2836745293510479bafe57506e0add71d4ed9c85
pos_train_seq292_hmm_aug006,pos_train_seq292,6,262,231,31,8,0.030534351145038167,0.9694656488549618,1,"17,22,23,98,119,165,181,190",7be203696908f634ec34a77f06541e68dc3069dd627b616f8df0fcaa1ae587fb
pos_train_seq293_hmm_aug006,pos_train_seq293,6,163,62,101,5,0.03067484662576687,0.9693251533742331,1,"26,35,38,43,49",0d04a6b6267d8fe961510de5d0797ad5fda407ea8f9519935e0b32ceb26b4232
pos_train_seq294_hmm_aug006,pos_train_seq294,6,494,84,410,8,0.016194331983805668,0.9838056680161943,1,"304,331,333,350,354,355,356,359",2a93bacf3c3f445e120308f3b96042b8fb626af50eb9a7c03012fa64b37c852d
pos_train_seq295_hmm_aug006,pos_train_seq295,6,163,66,97,5,0.03067484662576687,0.9693251533742331,1,"10,33,37,57,59",21a79b1b1c203edfbe21a080014ad9b43733b49418ce61e43ec3a1f6f04d878d
pos_train_seq297_hmm_aug006,pos_train_seq297,6,395,319,76,16,0.04050632911392405,0.959493670886076,1,"19,42,112,115,123,152,153,168,175,179,190,191,217,224,283,284",0c012b9da1b0893e87ea394811de326017b69523360b22d5427d600ce329c6de
pos_train_seq298_hmm_aug006,pos_train_seq298,6,450,370,80,24,0.05333333333333334,0.9466666666666667,1,"31,43,82,106,167,188,233,236,242,246,262,265,270,307,311,323,328,348,372,373,387,390,396,397",b9ae70b3dca4c946bb3ad169702a990035163128bd29ed860f67ee43e414924f
pos_train_seq300_hmm_aug006,pos_train_seq300,6,505,173,332,4,0.007920792079207921,0.9920792079207921,1,"46,48,217,218",6c50bf2ce89a633440452f534e77782f9d6184191076ab183727f96c84cb2c4d
pos_train_seq301_hmm_aug006,pos_train_seq301,6,332,158,174,7,0.02108433734939759,0.9789156626506024,1,"81,93,119,121,150,190,208",6e3bc60a54d059faa5c0150cf0fa9377db047c5cc662e8eb424cd0e5c5efebe2
pos_train_seq303_hmm_aug006,pos_train_seq303,6,412,331,81,16,0.038834951456310676,0.9611650485436893,1,"83,96,99,130,171,191,197,215,224,230,256,285,307,348,358,406",fbb4e0f9dbaebab81785feab6bbc904f914dfaefadc880aa8a093e912254b35d
pos_train_seq304_hmm_aug006,pos_train_seq304,6,352,321,31,14,0.03977272727272727,0.9602272727272727,1,"55,59,62,71,87,125,159,178,246,255,256,279,296,338",585e54d7e48ca90ff5f65e79f5ea4d8bb3fd0665386b8e83e75066fece0b0e12
pos_train_seq305_hmm_aug006,pos_train_seq305,6,330,260,70,15,0.045454545454545456,0.9545454545454546,1,"35,58,70,81,88,98,115,129,201,258,261,281,283,301,318",25c7d0efdcaa510471c6ab91e859a956a5666a431f0cab8a4260c036f49827c3
pos_train_seq307_hmm_aug006,pos_train_seq307,6,174,153,21,7,0.040229885057471264,0.9597701149425287,1,"36,56,69,91,119,120,135",a504fe98c1ffb80f522c7b89b419e80f324378ea2cbcd09c669dc2d3ec46e960
pos_train_seq310_hmm_aug006,pos_train_seq310,6,206,93,113,4,0.019417475728155338,0.9805825242718447,1,"31,64,162,196",bcca3390c37bc2713cfe2972ccb53df9be2bf65a1da077ca349bee3b6db86cc3
pos_train_seq312_hmm_aug006,pos_train_seq312,6,422,420,2,24,0.05687203791469194,0.943127962085308,1,"10,21,34,36,42,55,65,68,75,123,150,163,183,186,202,224,246,281,301,318,324,381,394,397",6522545bf0087f11d98b9ff02812df21d9cd97552ac5f00cf73dd19fa75a70a4
pos_train_seq313_hmm_aug006,pos_train_seq313,6,191,122,69,7,0.03664921465968586,0.9633507853403142,1,"52,57,69,120,129,151,189",ebbcd02a20342bb94b85badf0336d0d2cbf617bddf41316dbcbe19d42f58fb4c
pos_train_seq316_hmm_aug006,pos_train_seq316,6,503,399,104,24,0.04771371769383698,0.9522862823061631,1,"11,28,32,48,65,82,88,90,94,121,125,138,183,217,225,234,241,268,385,412,441,443,477,501",2aa250dd3df0918915979d41bb62e4568984990aef564ee76d59e6f12e49352f
pos_train_seq318_hmm_aug006,pos_train_seq318,6,175,1,174,1,0.005714285714285714,0.9942857142857143,1,175,391617afa4de6549992c3b06b3693cd77cd061dbcc437d22e732202a43ae3a85
pos_train_seq319_hmm_aug006,pos_train_seq319,6,175,37,138,2,0.011428571428571429,0.9885714285714285,1,"137,154",c95b7a7d731e4e1daafe27e5c82c272b05d72c626be712bb517f9d4187d6c4cd
pos_train_seq321_hmm_aug006,pos_train_seq321,6,317,30,287,1,0.0031545741324921135,0.9968454258675079,1,90,824b39ede9120f2765409b0acc3f6eac169486532588cbc689bb5dfdd6b42914
pos_train_seq322_hmm_aug006,pos_train_seq322,6,326,197,129,9,0.027607361963190184,0.9723926380368099,1,"88,96,136,139,143,167,185,189,233",4294eeea64d93a77feead9c797b5f453947542c8d5c58eb7f090a3c690d15395
